text,label
"১১০% পর্যন্ত ক্যাশব্যাক! ৳৪০১ রিচার্জে ৳৩৬১ আর ৳৫০১ রিচার্জে ৳৫৫১ ক্যাশব্যাক। অফারটি মাত্র ৩দিনের, আগামী ১২ই ফেব্রুয়ারি’২৩ পর্যন্ত*T&amp;C",1
Then u going ikea str aft dat?,0
আমাদের সাথে হেড অফিসে সফটওয়্যার ডিপার্টমেন্ট বা আইটি ডিপার্টমেন্টে যারা আছে ওরা যেই আফসোস করে।যখন দেখে আমরা বিল নিচ্ছি।|,0
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0
Its not the same here. Still looking for a job. How much do Ta's earn there.,0
Shb b ok lor... Thanx...,0
এই সুযোগ মিস করবেন না! ৭০% পর্যন্ত ছাড়!,1
I'm home...,0
Well you told others you'd marry them...,0
"আজ আস্থায় ৬০ দিনের চরকি সাবস্ক্রিপশন ফ্রি! ঠিক ৳৫০,০০০ A/C টু A/C ট্রান্সফারে।tinyurl.com/BBLAWW",1
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0
এই ঈদে সেরা অফারে মোবাইল কিনুন Pickaboo থেকে! https://cutt.ly/Awttr5dc|,1
Am also doing in cbe only. But have to pay.,0
Maybe you should find something else to do instead???,0
নারী দিবস উপলক্ষে পুরো মার্চ জুড়ে ব্র্যাক ব্যাংক TARA কার্ডে উপভোগ করুন ৫৫% পর্যন্ত ডিসকাউন্ট ১২৭টি আউটলেটে। tinyurl.com/BBLWD22,1
নগদের নতুন গ্রাহক হিসেবে আপনাকে অভিনন্দন। নগদে নতুন গ্রাহকদের দেওয়া হচ্ছে অনেক অনেক আকর্ষণীয় গিফট। রেজিষ্ট্রেশন করতে আপনার নাম ও পাসওয়ার্ড লিখে এই নাম্বারে পাঠিয়ে দিন। যত তাড়াতাড়ি রেজিষ্ট্রেশন তত তাড়াতাড়ি পুরষ্কার। এই সুযোগ সীমিত সময়ের জন্য। |,1
Hey happy birthday...,0
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0
"ফ্রি রেজিস্ট্রেশন, পার্ট-টাইম কাজের সুযোগ!",1
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
Oh k. . I will come tomorrow,0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1
আজই ক্লিক করুন এবং ১৫০০০ টাকা জিতুন!,1
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
Or ill be a little closer like at the bus stop on the same street,0
I am taking you for italian food. How about a pretty dress with no panties? :),0
Just got to  &lt;#&gt;,0
I'm in a movie. Call me 4 wat?,0
"Sir, I need AXIS BANK account no and bank address.",0
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0
Man this bus is so so so slow. I think you're gonna get there before me,0
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
"৩০জিবি ৩৪৪ টাকা, ৩০দিন। অফার পেতে ৩৪৪ টাকা রিচার্জ/ডায়াল করুন*১১১*৩৪৪#",1
Great. Have a safe trip. Dont panic surrender all.,0
So how are you really. What are you up to. How's the masters. And so on.,0
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0
ট্রানজ্যাকশন নম্বর R221025.0813.17003a 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.04 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,0
তুমি রেডি থাকিও,0
Ü comin to fetch us oredi...,0
Where you. What happen,0
Draw va?i dont think so:),0
Yes its possible but dint try. Pls dont tell to any one k,0
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1
ঈদ মোবারক! ৩ মাস স্ট্যান্ডার্ড প্যাক দেখুন মাত্র ৳৯০০ রিচার্জে!*T&amp;C,1
এমন ম্যাসেজ কেউ দেয় না💔|,0
No b4 Thursday,0
Shall i send that exe to your mail id.,0
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0
"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G",1
১০০% ক্যাশব্যাক অফার শুধুমাত্র আপনার জন্য। ৩০ সেপ্টেম্বরের মধ্যে বন্ধ আকাশ সংযোগটিতে ১ মাস রিচার্জ করে বুঝে নিন ইনস্ট্যান্ট ক্যাশব্যাক। বিস্তারিত ১৬৪৪২,1
আপনার মোবাইল থেকে কোটিপতি হওয়ার সেরা সুযোগ!,1
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",1
কুরআন পাকের ১৪৪১ বছর হয়ে গেছে । New Year তো অনেক এই sms করেন দেখা যাক কুরআন পাকের মুবারক কতজন কে জানান|,1
"০২ এপ্রিল ২০২২, ১৫তম বিশ্ব অটিজম সচেতনতা দিবস, এবারের প্রতিপাদ্য বিষয় -“এমন বিশ্ব গড়ি অটিজম বৈশিষ্ট্যসম্পন্ন ব্যক্তির প্রতিভা বিকশিত করি”- সমাজকল্যাণ মন্ত্রণালয়।",0
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0
তাইলে কোল্ড কফি ২৮০?!,0
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0
Will purchase d stuff today and mail to you. Do you have a po box number?,0
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0
Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,0
